generation,best_fitness,avg_fitness,elite_fitness,best_pieces,best_rows
1,1017.2,57.263999999999996,544.6666666666666,557.6,229.8
2,988.2,72.324,556.4666666666667,540.6,223.8
3,1004.2,92.27600000000001,802.4666666666666,547.8,228.2
4,329.0,36.636,237.33333333333334,188.6,70.2
5,599.2,43.703999999999986,351.3333333333333,332.4,133.4
6,361.8,44.288000000000004,221.4666666666667,199.8,81.0
7,1231.6,86.476,869.8666666666667,667.2,282.2
8,137.0,32.56,108.53333333333335,85.0,26.0
9,1468.2,62.24799999999999,585.2,795.4,336.4
10,696.8,63.87999999999999,596.6,385.2,155.8
11,212.0,33.096,155.20000000000002,120.4,45.8
12,1074.8,54.216,465.1333333333334,586.4,244.2
13,972.6,60.732,516.8000000000001,530.2,221.2
14,1286.6,68.72800000000001,699.6,701.0,292.8
15,717.8,56.184,513.1999999999999,392.2,162.8
16,263.8,43.343999999999994,213.9333333333333,156.6,53.6
17,2925.8,124.244,1294.2,1585.0,670.4
18,980.4,62.2,618.9333333333333,536.0,222.2
19,517.0,43.444,287.3333333333333,283.4,116.8
20,410.8,46.16800000000001,318.93333333333334,228.0,91.4
21,1325.4,60.323999999999984,572.8666666666667,717.4,304.0
22,1280.8,61.83200000000001,546.2666666666667,696.4,292.2
23,448.8,50.696000000000005,322.6666666666667,248.0,100.4
24,1062.8,45.903999999999996,413.73333333333335,576.4,243.2
25,1509.6,78.436,773.5999999999999,817.2,346.2
26,263.4,32.216,170.6,151.8,55.8
27,432.0,56.004,311.3333333333333,242.8,94.6
28,512.4,57.684000000000005,429.7333333333333,287.2,112.6
29,313.2,43.61599999999999,231.19999999999996,175.6,68.8
30,185.0,32.388,151.73333333333335,109.8,37.6
31,481.4,40.568000000000005,256.8666666666667,265.4,108.0
32,263.6,36.176,177.20000000000002,147.6,58.0
33,1222.0,64.068,607.8666666666667,667.6,277.2
34,1795.0,75.55199999999999,809.4000000000001,972.6,411.2
35,4569.8,138.30800000000002,1765.7333333333336,2464.6,1052.6
36,464.8,50.068000000000005,304.40000000000003,259.6,102.6
37,1111.6,49.804,480.8666666666666,606.8,252.4
38,616.8,64.31200000000001,425.26666666666665,342.0,137.4
39,1838.8,86.9,881.8000000000001,990.0,424.4
40,539.6,62.83599999999999,481.7333333333333,298.0,120.8
41,1473.2,79.444,829.6666666666666,797.6,337.8
42,4875.8,208.96000000000004,2886.866666666667,2613.4,1131.2
43,612.4,60.152000000000015,427.8666666666666,339.2,136.6
44,3045.6,136.152,1712.4666666666665,1640.4,702.6
45,1628.4,72.54400000000001,729.6666666666666,877.6,375.4
46,567.8,68.148,464.7333333333333,311.8,128.0
47,664.4,45.26,369.8666666666666,363.6,150.4
48,668.4,58.416000000000004,459.40000000000003,369.6,149.4
49,3296.2,122.67999999999998,1627.5333333333335,1778.2,759.0
50,898.8,44.876,400.5333333333333,490.0,204.4
51,730.2,73.348,622.6,402.6,163.8
52,340.2,47.087999999999994,242.4,192.2,74.0
53,332.0,43.355999999999995,244.73333333333335,184.8,73.6
54,392.2,54.588,314.8,221.8,85.2
55,971.4,59.86,478.6666666666667,527.0,222.2
56,1030.8,73.59599999999999,605.5333333333333,562.0,234.4
57,546.0,50.24400000000001,418.2,302.0,122.0
58,1735.6,96.98800000000001,903.7333333333332,940.0,397.8
59,170.8,39.624,137.53333333333333,104.0,33.4
60,748.0,69.78800000000001,543.8000000000001,410.0,169.0
61,267.0,41.312,243.0,153.4,56.8
62,533.8,55.57599999999999,328.2,291.4,121.2
63,657.2,46.832,351.73333333333335,360.8,148.2
64,326.8,38.779999999999994,227.9333333333333,182.4,72.2
65,1180.4,77.116,729.0666666666667,642.8,268.8
66,873.0,73.96,541.8666666666667,478.2,197.4
67,368.8,42.163999999999994,273.1333333333334,204.4,82.2
68,452.0,56.28,343.3333333333333,250.0,101.0
69,687.8,91.74,656.6666666666666,374.6,156.6
70,792.8,53.80799999999999,413.5333333333333,434.0,179.4
71,1972.4,111.60400000000003,1066.6,1064.0,454.2
72,2940.4,88.64399999999999,1048.4666666666667,1583.2,678.6
73,675.8,53.99199999999999,464.0,371.8,152.0
74,232.8,40.508,203.0,133.2,49.8
75,336.0,33.496,206.33333333333334,186.8,74.6
76,2082.0,86.15199999999999,864.8666666666667,1128.0,477.0
77,1617.2,94.94800000000001,958.6,875.6,370.8
78,2570.6,119.76399999999998,1264.7333333333333,1384.2,593.2
79,942.0,46.924,389.93333333333334,518.4,211.8
80,693.6,60.34800000000001,357.3333333333333,382.0,155.8
81,1372.8,81.97200000000002,884.9999999999999,740.4,316.2
82,233.6,37.912,222.33333333333334,137.2,48.2
83,2967.0,119.9,1303.8666666666666,1603.4,681.8
84,1228.4,88.50400000000002,864.0666666666667,664.0,282.2
85,1719.8,86.368,798.6,930.2,394.8
86,691.6,47.303999999999995,320.00000000000006,382.8,154.4
87,475.6,48.804,297.8,263.6,106.0
88,526.8,43.836000000000006,312.2,290.8,118.0
89,494.6,55.21200000000001,436.7333333333333,272.6,111.0
90,188.0,29.448,147.33333333333334,112.4,37.8
91,1027.6,81.48,836.7333333333332,554.4,236.6
92,113.8,31.492000000000004,101.2,70.2,21.8
93,119.2,29.68,113.46666666666665,74.0,22.6
94,1892.4,104.42399999999998,1179.2,1022.4,435.0
95,670.6,67.76400000000001,567.8000000000001,367.8,151.4
96,731.6,80.196,554.4,402.4,164.6
97,751.2,78.712,531.4666666666667,411.2,170.0
98,416.6,51.812000000000005,348.4666666666667,232.6,92.0
99,117.8,28.012000000000004,104.66666666666667,77.0,20.4
100,203.8,33.472,161.93333333333334,119.0,42.4
